time,id,ip,topic,attack
74470,67960929274435924017411291966474347970976399625062910318202325295557829632897,195.201.168.56,t1,0
75356,90345426687066810482187759822850653525297326278648625418829925306760654913080,185.65.135.254,t2,0
75945,85748955031996415308348148357783442900428308009510825243433437978212755911953,178.175.136.162,t1,0
76852,41391102856769364244876158751850023790907858215026149175715559146124901049049,173.212.220.23,t1,0
77338,34637204957931882684240249655722042677294878225817256599720263245727896778219,101.100.169.72,t1,0
78195,47464775715344343842085149177292787914847591979171575651140285407460552835795,34.80.249.164,t5,0
78538,86164046969673156541095736635357250390752789601513317201574419203795119176283,188.127.250.11,t1,0
78748,2428439425226051527748104975910956357014308562014452069385688037341359929438,104.248.81.165,t1,0
78955,34608072214003181233341899432890186009233459218285379587230864597659434980705,51.79.176.223,t1,0
79903,79596135357497837885301254396141855082920957843829470010543936622018617335630,188.40.83.237,t2,0
80972,15925024424108122884882830571660400617560168109795386385720458296673420512698,66.85.133.160,t1,0
81620,56391618284046562794677292329556388077921901019985256214951101404168954410352,136.49.38.198,t1,0
81714,14760507927324499222520430789977922691154979368342439798598027369676240684014,147.135.76.217,t1,0
83131,67680343025298484983318271270144890990036397695373810904307057378975540937184,176.9.32.51,t1,0
85225,21005739315255304601493443037507781338365192774424865641641106200731148964140,193.26.159.248,t1,0
87794,4806888123472519606431799540813058903187668454016435186273321150030492083318,81.141.205.127,t2,0
89642,94369074702090487094584127576281088726767201355313496125110572560412521628323,94.130.238.11,t3,0
91926,3074373926146510229691129716317741824666469437806458410451183436645001235935,185.243.216.35,t1,0
94491,30615354344281702234333038071113676212392681634325417680375153327546079529942,135.181.49.195,t1,0
95269,34307172153596845020534951634393466304213241109971059736533320179649245664013,66.42.127.67,t1,0
95765,33760032908731775715069278757461166073564410219536530612774253490456357931520,18.204.40.75,t4,0
96987,78628488237294917547001862105854114354546896281493145617996559025154661091273,172.106.112.182,t1,0
97310,66575943959587464420422632664332644437519881471238351636397386594698669445609,104.209.239.73,t245,0
98979,65999030175106635907132854309873923892877770611942469672231060091272375135345,46.173.211.192,t1,0
100873,15898841612417448376170032969171518459912656198085108088096934468344316942891,37.24.95.197,t6,0
103127,1970282878928149658571734585833718466392427518127807417431622961130543830576,162.239.57.201,t1,0
104018,20273575591834366869053813997943906525657327355039512349263493278443822388111,93.195.90.68,t1,0
107009,114917630504133773221518093773607641069715755610404513846872638024946920800210,47.13.133.79,t1,0
107876,82604519655456084492270538274867933765719482946853486151249019907688846302190,65.21.53.130,t1,0
108475,55295979344901702107693979657390230351444379760260271153952198449807770299882,144.91.118.64,t1,0
109554,103401585987858108364802797390632718713222711496522606234691700518677910526347,73.162.176.32,t6,0
115142,66194912961150367059129420371507288478365657897489573318393777604536270845237,3.239.94.222,t1,0
117630,80447750530321123404802399169323843385331038072184004113255246219144133133293,13.209.163.129,t1,0
119207,74229021607041597832061424985178830238993536103935840089548563010655681976853,54.92.36.2,t2,0
119293,56722486578365636015372866093502682618896667584618960623391395201420503396222,115.188.156.19,t2,0
120242,23802405932733659375713220895300394382120596430846148234581904251910380532292,135.181.4.229,t1,0
120908,19608056467820998936052565746933813319449266237701989668986207185816123476734,161.97.138.192,t1,0
